"","SC_ID","Pkey","GLG","Weight","d15N","d13C","N_per","C_per","YOB","CalenderYear","CNRatio","CNR","Site","AgeClass","sample_per_ID","Net_d15N","Weaning","Species","Sex","Lat","Lon","TBL","Region"
"119","HKSC150505",198,9,0.773,13.1,-17.8,2.3,6.4,1997,2006,2.78260869565217,"U","HK","Juvenile",9,-3.5,"Y","SC","M","22.36277778","113.9872222","245","EPRE"
"120","HKSC151601_Hope",535,1,0.607,14.8,-14.9,2.81,8.24,1986,1987,2.93238434163701,"U","HK","Juvenile",19,0,"Y","SC","M","22.19233333","113.8990556","235","EPRE"
"121","HKSC151601_Hope",536,10,0.558,13,-14.5,2.94,8.49,1986,1996,2.88775510204082,"U","HK","Juvenile",19,-1.8,"Y","SC","M","22.19233333","113.8990556","235","EPRE"
"122","HKSC151601_Hope",537,11,0.653,12.9,-14.5,3.05,8.86,1986,1997,2.90491803278689,"U","HK","Adult",19,-1.9,"Y","SC","M","22.19233333","113.8990556","235","EPRE"
"123","HKSC151601_Hope",538,12,0.597,12.8,-14.8,3.02,8.75,1986,1998,2.89735099337748,"U","HK","Adult",19,-2,"Y","SC","M","22.19233333","113.8990556","235","EPRE"
"124","HKSC151601_Hope",539,13,0.49,12.8,-14.7,3.25,9.29,1986,1999,2.85846153846154,"U","HK","Adult",19,-2,"Y","SC","M","22.19233333","113.8990556","235","EPRE"
"125","HKSC151601_Hope",540,14,0.514,12.6,-14.7,3.27,9.48,1986,2000,2.89908256880734,"U","HK","Adult",19,-2.2,"Y","SC","M","22.19233333","113.8990556","235","EPRE"
"126","HKSC151601_Hope",541,15,0.508,12.4,-14.7,3.26,9.63,1986,2001,2.95398773006135,"U","HK","Adult",19,-2.4,"Y","SC","M","22.19233333","113.8990556","235","EPRE"
"127","HKSC151601_Hope",542,16,0.407,12.5,-14.5,3.37,9.65,1986,2002,2.86350148367953,"U","HK","Adult",19,-2.3,"Y","SC","M","22.19233333","113.8990556","235","EPRE"
"128","HKSC151601_Hope",543,17,0.329,10.7,-15.1,3.6,10.51,1986,2003,2.91944444444444,"U","HK","Adult",19,-4.1,"Y","SC","M","22.19233333","113.8990556","235","EPRE"
"129","HKSC151601_Hope",544,18,0.413,11.2,-15,3.32,9.65,1986,2004,2.9066265060241,"U","HK","Adult",19,-3.6,"Y","SC","M","22.19233333","113.8990556","235","EPRE"
"130","HKSC151601_Hope",545,19,0.302,11.3,-15.2,3.8,10.95,1986,2005,2.88157894736842,"U","HK","Adult",19,-3.5,"Y","SC","M","22.19233333","113.8990556","235","EPRE"
"131","HKSC151601_Hope",546,2,0.831,14,-15.1,2.56,7.61,1986,1988,2.97265625,"U","HK","Juvenile",19,-0.800000000000001,"Y","SC","M","22.19233333","113.8990556","235","EPRE"
"132","HKSC151601_Hope",547,3,0.96,13.5,-15,2.67,7.91,1986,1989,2.9625468164794,"U","HK","Juvenile",19,-1.3,"Y","SC","M","22.19233333","113.8990556","235","EPRE"
"133","HKSC151601_Hope",548,4,0.96,13.3,-15.2,2.12,6.31,1986,1990,2.97641509433962,"U","HK","Juvenile",19,-1.5,"Y","SC","M","22.19233333","113.8990556","235","EPRE"
"134","HKSC151601_Hope",549,5,0.643,12.6,-15,2.77,8.15,1986,1991,2.94223826714801,"U","HK","Juvenile",19,-2.2,"Y","SC","M","22.19233333","113.8990556","235","EPRE"
"135","HKSC151601_Hope",550,6,0.748,12.7,-14.9,2.75,8.05,1986,1992,2.92727272727273,"U","HK","Juvenile",19,-2.1,"Y","SC","M","22.19233333","113.8990556","235","EPRE"
"136","HKSC151601_Hope",551,7,0.98,13.6,-14.4,2.75,8.06,1986,1993,2.93090909090909,"U","HK","Juvenile",19,-1.2,"Y","SC","M","22.19233333","113.8990556","235","EPRE"
"137","HKSC151601_Hope",552,8,1.037,13.5,-14.7,2.75,8.18,1986,1994,2.97454545454545,"U","HK","Juvenile",19,-1.3,"Y","SC","M","22.19233333","113.8990556","235","EPRE"
"138","HKSC151601_Hope",553,9,0.722,13.3,-14.6,2.93,8.6,1986,1995,2.93515358361775,"U","HK","Juvenile",19,-1.5,"Y","SC","M","22.19233333","113.8990556","235","EPRE"
"139","HKSC162306B",199,1,2.172,16.8,-15,1.8,4.7,2006,2007,2.61111111111111,"U","HK","Juvenile",9,0,"Y","SC","M","22.36577778","114.0591667","272.5","EPRE"
"140","HKSC162306B",200,2,1.812,14.3,-14.9,2.1,5.3,2006,2008,2.52380952380952,"U","HK","Juvenile",9,-2.5,"Y","SC","M","22.36577778","114.0591667","272.5","EPRE"
"141","HKSC162306B",201,3,1.674,14,-15.1,2.4,6,2006,2009,2.5,"U","HK","Juvenile",9,-2.8,"Y","SC","M","22.36577778","114.0591667","272.5","EPRE"
"142","HKSC162306B",202,4,0.981,13.6,-15.5,2.2,5.7,2006,2010,2.59090909090909,"U","HK","Juvenile",9,-3.2,"Y","SC","M","22.36577778","114.0591667","272.5","EPRE"
"143","HKSC162306B",203,5,1.331,14.7,-14.9,1.9,5.1,2006,2011,2.68421052631579,"U","HK","Juvenile",9,-2.1,"Y","SC","M","22.36577778","114.0591667","272.5","EPRE"
"144","HKSC162306B",204,6,1.018,14.7,-14.8,2.4,6.3,2006,2012,2.625,"U","HK","Juvenile",9,-2.1,"Y","SC","M","22.36577778","114.0591667","272.5","EPRE"
"145","HKSC162306B",205,7,0.902,14.4,-15.4,2.5,6.3,2006,2013,2.52,"U","HK","Juvenile",9,-2.4,"Y","SC","M","22.36577778","114.0591667","272.5","EPRE"
"146","HKSC162306B",206,8,0.915,14.2,-15,2.1,5.5,2006,2014,2.61904761904762,"U","HK","Juvenile",9,-2.6,"Y","SC","M","22.36577778","114.0591667","272.5","EPRE"
"147","HKSC162306B",207,9,0.883,13.6,-14.4,2.1,5.5,2006,2015,2.61904761904762,"U","HK","Juvenile",9,-3.2,"Y","SC","M","22.36577778","114.0591667","272.5","EPRE"
"148","HKSC181702",759,1,0.716,15.1,-13.7,2.18,6.29,1974,1975,2.88532110091743,"U","HK","Juvenile",17,0,"Y","SC","F","22.35933333","114.06625","249","EPRE"
"149","HKSC181702",760,2,0.518,14.7,-14,2.06,5.9,1974,1976,2.86407766990291,"U","HK","Juvenile",17,-0.4,"Y","SC","F","22.35933333","114.06625","249","EPRE"
"150","HKSC181702",761,3,1.389,13.8,-14.4,2.18,5.88,1974,1977,2.69724770642202,"U","HK","Juvenile",17,-1.3,"Y","SC","F","22.35933333","114.06625","249","EPRE"
"151","HKSC181702",762,4,1.348,14.3,-14.1,1.93,5.69,1974,1978,2.94818652849741,"U","HK","Juvenile",17,-0.799999999999999,"Y","SC","F","22.35933333","114.06625","249","EPRE"
"152","HKSC181702",763,5,1.315,14,-13.4,1.87,5.41,1974,1979,2.89304812834225,"U","HK","Juvenile",17,-1.1,"Y","SC","F","22.35933333","114.06625","249","EPRE"
"153","HKSC181702",764,6,1.256,13.6,-17,2.14,6.92,1974,1980,3.23364485981308,"U","HK","Juvenile",17,-1.5,"Y","SC","F","22.35933333","114.06625","249","EPRE"
"154","HKSC181702",765,7,1.256,13.7,-14.5,2.43,7.04,1974,1981,2.89711934156379,"U","HK","Juvenile",17,-1.4,"Y","SC","F","22.35933333","114.06625","249","EPRE"
"155","HKSC181702",766,8,1.358,13.7,-14.5,2.02,5.99,1974,1982,2.96534653465347,"U","HK","Juvenile",17,-1.4,"Y","SC","F","22.35933333","114.06625","249","EPRE"
"156","HKSC181702",767,9,1.435,13.8,-14.5,1.77,5.22,1974,1983,2.94915254237288,"U","HK","Juvenile",17,-1.3,"Y","SC","F","22.35933333","114.06625","249","EPRE"
"157","HKSC181702",768,10,0.914,13.8,-12.6,2.13,6.03,1974,1984,2.83098591549296,"U","HK","Juvenile",17,-1.3,"Y","SC","F","22.35933333","114.06625","249","EPRE"
"158","HKSC181702",769,11,0.888,13.6,-14.2,2.21,6.4,1974,1985,2.89592760180996,"U","HK","Adult",17,-1.5,"Y","SC","F","22.35933333","114.06625","249","EPRE"
"159","HKSC181702",770,12,0.857,13.9,-14,2.08,6.18,1974,1986,2.97115384615385,"U","HK","Adult",17,-1.2,"Y","SC","F","22.35933333","114.06625","249","EPRE"
"160","HKSC181702",771,13,0.838,13.8,-14.2,2.13,6.09,1974,1987,2.85915492957746,"U","HK","Adult",17,-1.3,"Y","SC","F","22.35933333","114.06625","249","EPRE"
"161","HKSC181702",772,14,0.793,14,-14.1,2.16,6.24,1974,1988.5,2.88888888888889,"U","HK","Adult",17,-1.1,"Y","SC","F","22.35933333","114.06625","249","EPRE"
"162","HKSC181702",773,16,0.659,13.7,-13.8,2.13,6.27,1974,1990.5,2.94366197183099,"U","HK","Adult",17,-1.4,"Y","SC","F","22.35933333","114.06625","249","EPRE"
"163","HKSC181702",774,18,0.584,13.9,-14.3,2.11,6.14,1974,1992.5,2.90995260663507,"U","HK","Adult",17,-1.2,"Y","SC","F","22.35933333","114.06625","249","EPRE"
"164","HKSC181702",775,20,0.704,14.2,-14.1,2.28,6.49,1974,1994,2.84649122807018,"U","HK","Adult",17,-0.9,"Y","SC","F","22.35933333","114.06625","249","EPRE"
"165","JMSC140422",304,1,1.351,17.7,-17.4,2.4,7.7,2007,2008,3.20833333333333,"U","WPRE","Juvenile",7,0,"Y","SC","F","21.87782797","113.055509","229","WPRE"
"166","JMSC140422",305,2,1.816,17.1,-16.1,0.6,1.8,2007,2009,3,"U","WPRE","Juvenile",7,-0.599999999999998,"Y","SC","F","21.87782797","113.055509","229","WPRE"
"167","JMSC140422",306,3,1.643,15,-15.6,2.1,6,2007,2010,2.85714285714286,"U","WPRE","Juvenile",7,-2.7,"Y","SC","F","21.87782797","113.055509","229","WPRE"
"168","JMSC140422",307,4,1.003,14.3,-15.1,2.5,6.7,2007,2011,2.68,"U","WPRE","Juvenile",7,-3.4,"Y","SC","F","21.87782797","113.055509","229","WPRE"
"169","JMSC140422",308,5,1.002,14.7,-15.2,2,5.9,2007,2012,2.95,"U","WPRE","Juvenile",7,-3,"Y","SC","F","21.87782797","113.055509","229","WPRE"
"170","JMSC140422",309,6,0.74,14.7,-16,2.6,7.8,2007,2013,3,"U","WPRE","Juvenile",7,-3,"Y","SC","F","21.87782797","113.055509","229","WPRE"
"171","JMSC140422",310,7,0.603,14.2,-15.6,2.8,8,2007,2014,2.85714285714286,"U","WPRE","Juvenile",7,-3.5,"Y","SC","F","21.87782797","113.055509","229","WPRE"
"172","JMSC140422-2",311,1,1.76,18.4,-15,2.28,6.43,2007,2008,2.82017543859649,"U","WPRE","Juvenile",6,0,"Y","SC","F","21.87782797","113.055509","229","WPRE"
"173","JMSC140422-2",312,2,1.056,15.8,-15.3,2.45,6.92,2007,2009,2.82448979591837,"U","WPRE","Juvenile",6,-2.6,"Y","SC","F","21.87782797","113.055509","229","WPRE"
"174","JMSC140422-2",313,3,0.639,14.3,-15.4,2.45,6.77,2007,2010,2.76326530612245,"U","WPRE","Juvenile",6,-4.1,"Y","SC","F","21.87782797","113.055509","229","WPRE"
"175","JMSC140422-2",314,4,0.989,15.1,-14.7,2.34,6.76,2007,2011,2.88888888888889,"U","WPRE","Juvenile",6,-3.3,"Y","SC","F","21.87782797","113.055509","229","WPRE"
"176","JMSC140422-2",315,5,0.799,13.9,-15.1,2.35,6.66,2007,2012,2.83404255319149,"U","WPRE","Juvenile",6,-4.5,"Y","SC","F","21.87782797","113.055509","229","WPRE"
"177","JMSC140422-2",316,6,0.71,13.6,-15.7,2.54,7.22,2007,2013,2.84251968503937,"U","WPRE","Juvenile",6,-4.8,"Y","SC","F","21.87782797","113.055509","229","WPRE"
"178","JMSC150121",317,1,0.419,15.7,-13.5,7.9,20.8,2004,2005,2.63291139240506,"U","WPRE","Juvenile",10,0,"Y","SC","F","21.697889","112.594564","224","WPRE"
"179","JMSC150121",318,2,0.763,13.8,-14,2.5,6.8,2004,2006,2.72,"U","WPRE","Juvenile",10,-1.9,"Y","SC","F","21.697889","112.594564","224","WPRE"
"180","JMSC150121",319,3,0.528,13.1,-14.1,2.7,7.6,2004,2007,2.81481481481481,"U","WPRE","Juvenile",10,-2.6,"Y","SC","F","21.697889","112.594564","224","WPRE"
"181","JMSC150121",320,4,0.353,12.6,-14,3.2,8.9,2004,2008,2.78125,"U","WPRE","Juvenile",10,-3.1,"Y","SC","F","21.697889","112.594564","224","WPRE"
"182","JMSC150121",321,5,0.557,12.6,-13.9,2.8,7.8,2004,2009,2.78571428571429,"U","WPRE","Juvenile",10,-3.1,"Y","SC","F","21.697889","112.594564","224","WPRE"
"183","JMSC150121",322,6,0.386,12.9,-13.7,2.9,8,2004,2010,2.75862068965517,"U","WPRE","Juvenile",10,-2.8,"Y","SC","F","21.697889","112.594564","224","WPRE"
"184","JMSC150121",323,7,0.381,12.6,-13.7,2.8,7.6,2004,2011,2.71428571428571,"U","WPRE","Juvenile",10,-3.1,"Y","SC","F","21.697889","112.594564","224","WPRE"
"185","JMSC150121",324,8,0.624,14,-13.6,2.3,6.6,2004,2012,2.8695652173913,"U","WPRE","Juvenile",10,-1.7,"Y","SC","F","21.697889","112.594564","224","WPRE"
"186","JMSC150121",325,9,0.213,11,-14,3.5,9.3,2004,2013,2.65714285714286,"U","WPRE","Juvenile",10,-4.7,"Y","SC","F","21.697889","112.594564","224","WPRE"
"187","JMSC150121",326,10,0.218,10.5,-14.2,3.3,8.6,2004,2014,2.60606060606061,"U","WPRE","Juvenile",10,-5.2,"Y","SC","F","21.697889","112.594564","224","WPRE"
"188","JMSC170201",335,1,1.102,16.6,-14.4,2.2,6.1,2009,2010,2.77272727272727,"U","WPRE","Juvenile",7,0,"Y","SC","F","21.688826","112.79904","220","WPRE"
"189","JMSC170201",336,2,0.873,15.1,-14.3,2.6,7.4,2009,2011,2.84615384615385,"U","WPRE","Juvenile",7,-1.5,"Y","SC","F","21.688826","112.79904","220","WPRE"
"190","JMSC170201",354,4,0.592,12.9,-15.3,2.4,7,2009,2013,2.91666666666667,"U","WPRE","Juvenile",7,-3.7,"Y","SC","F","21.688826","112.79904","220","WPRE"
"191","JMSC170201",355,5,0.504,12.5,-15,2.9,8.2,2009,2014,2.82758620689655,"U","WPRE","Juvenile",7,-4.1,"Y","SC","F","21.688826","112.79904","220","WPRE"
"192","JMSC170201",356,6,0.546,11.8,-14.4,2.8,7.7,2009,2015,2.75,"U","WPRE","Juvenile",7,-4.8,"Y","SC","F","21.688826","112.79904","220","WPRE"
"193","JMSC170201",353,3,0.721,13.7,-14.4,2.3,6.4,2009,2012,2.78260869565217,"U","WPRE","Juvenile",7,-2.9,"Y","SC","F","21.688826","112.79904","220","WPRE"
"194","JMSC170201",357,7,0.56,13.8,-14.9,3.3,9.6,2009,2016,2.90909090909091,"U","WPRE","Juvenile",7,-2.8,"Y","SC","F","21.688826","112.79904","220","WPRE"
"195","JMSC170219",281,1,2.362,17,-14.7,2.1,5.9,2005,2006,2.80952380952381,"U","WPRE","Juvenile",10,0,"Y","SC","M","21.875739","113.022175","224","WPRE"
"196","JMSC170219",282,2,1.911,16.1,-15,2.1,5.9,2005,2007,2.80952380952381,"U","WPRE","Juvenile",10,-0.899999999999999,"Y","SC","M","21.875739","113.022175","224","WPRE"
"197","JMSC170219",283,3,1.822,15.6,-14.9,2.2,6.3,2005,2008,2.86363636363636,"U","WPRE","Juvenile",10,-1.4,"Y","SC","M","21.875739","113.022175","224","WPRE"
"198","JMSC170219",284,4,1.537,14.8,-14.9,2.3,6.5,2005,2009,2.82608695652174,"U","WPRE","Juvenile",10,-2.2,"Y","SC","M","21.875739","113.022175","224","WPRE"
"199","JMSC170219",285,5,1.355,14.1,-15,2.3,6.5,2005,2010,2.82608695652174,"U","WPRE","Juvenile",10,-2.9,"Y","SC","M","21.875739","113.022175","224","WPRE"
"200","JMSC170219",286,6,0.675,13.9,-14.5,3,8.5,2005,2011,2.83333333333333,"U","WPRE","Juvenile",10,-3.1,"Y","SC","M","21.875739","113.022175","224","WPRE"
"201","JMSC170219",287,7,0.876,13.6,-14.5,2.9,8.1,2005,2012,2.79310344827586,"U","WPRE","Juvenile",10,-3.4,"Y","SC","M","21.875739","113.022175","224","WPRE"
"202","JMSC170219",288,9,0.668,13.1,-14.8,2.8,7.9,2005,2014,2.82142857142857,"U","WPRE","Juvenile",10,-3.9,"Y","SC","M","21.875739","113.022175","224","WPRE"
"203","JMSC170219",289,10,0.612,13.3,-14.8,2.8,7.7,2005,2015,2.75,"U","WPRE","Juvenile",10,-3.7,"Y","SC","M","21.875739","113.022175","224","WPRE"
"204","JMSC170219",290,11,0.735,11.9,-14.5,3.2,8.2,2005,2016,2.5625,"U","WPRE","Adult",10,-5.1,"Y","SC","M","21.875739","113.022175","224","WPRE"
"205","JMSC170512",272,1,0.987,16.1,-14.5,2.8,7.6,2007,2008,2.71428571428571,"U",NA,"Juvenile",8,0,"Y","SC","Un",NA,NA,NA,NA
"206","JMSC170512",273,2,0.807,14.2,-15.5,2.8,7.7,2007,2009,2.75,"U",NA,"Juvenile",8,-1.9,"Y","SC","Un",NA,NA,NA,NA
"207","JMSC170512",274,4,0.779,15.7,-11.4,3.3,8.7,2007,2011,2.63636363636364,"U",NA,"Juvenile",8,-0.400000000000002,"Y","SC","Un",NA,NA,NA,NA
"208","JMSC170512",275,5,0.643,14.2,-14,3,8.6,2007,2012,2.86666666666667,"U",NA,"Juvenile",8,-1.9,"Y","SC","Un",NA,NA,NA,NA
"209","JMSC170512",276,7,0.451,12.4,-14.3,2.9,8.1,2007,2014,2.79310344827586,"U",NA,"Juvenile",8,-3.7,"Y","SC","Un",NA,NA,NA,NA
"210","JMSC170512",277,8,0.527,11.8,-14.8,2.9,8.2,2007,2015,2.82758620689655,"U",NA,"Juvenile",8,-4.3,"Y","SC","Un",NA,NA,NA,NA
"211","JMSC170512",278,9,0.448,10.7,-15.1,2.9,8.4,2007,2016,2.89655172413793,"U",NA,"Juvenile",8,-5.4,"Y","SC","Un",NA,NA,NA,NA
"212","JMSC170512",279,10,0.533,10.8,-15.6,2.8,8,2007,2017,2.85714285714286,"U",NA,"Juvenile",8,-5.3,"Y","SC","Un",NA,NA,NA,NA
"213","JMSC170920",292,1,1.291,13.8,-14.1,1.3,3.8,2000,2001,2.92307692307692,"U","MPRE","Juvenile",12,0,"Y","SC","F","22.107223","113.545207","228","MPRE"
"214","JMSC170920",293,2,1.152,13.6,-14,2.3,6.4,2000,2002,2.78260869565217,"U","MPRE","Juvenile",12,-0.200000000000001,"Y","SC","F","22.107223","113.545207","228","MPRE"
"215","JMSC170920",294,3,0.74,14.4,-14.4,3.9,11.3,2000,2003,2.8974358974359,"U","MPRE","Juvenile",12,0.6,"Y","SC","F","22.107223","113.545207","228","MPRE"
"216","JMSC170920",295,4,0.894,16,-13.7,3.8,10.5,2000,2004,2.76315789473684,"U","MPRE","Juvenile",12,2.2,"Y","SC","F","22.107223","113.545207","228","MPRE"
"217","JMSC170920",296,5,0.5,13.2,-13.6,2.9,8.1,2000,2005,2.79310344827586,"U","MPRE","Juvenile",12,-0.600000000000001,"Y","SC","F","22.107223","113.545207","228","MPRE"
"218","JMSC170920",297,6,0.639,12.4,-14,2.7,7.5,2000,2006,2.77777777777778,"U","MPRE","Juvenile",12,-1.4,"Y","SC","F","22.107223","113.545207","228","MPRE"
"219","JMSC170920",298,7,0.564,12.5,-14,2.8,7.8,2000,2007,2.78571428571429,"U","MPRE","Juvenile",12,-1.3,"Y","SC","F","22.107223","113.545207","228","MPRE"
"220","JMSC170920",299,8,0.373,12.8,-14,2.9,8,2000,2008,2.75862068965517,"U","MPRE","Juvenile",12,-1,"Y","SC","F","22.107223","113.545207","228","MPRE"
"221","JMSC170920",300,9,0.407,12.3,-14.3,2.8,7.7,2000,2009,2.75,"U","MPRE","Juvenile",12,-1.5,"Y","SC","F","22.107223","113.545207","228","MPRE"
"222","JMSC170920",301,10,0.419,12.2,-14.3,2.7,7.7,2000,2010,2.85185185185185,"U","MPRE","Juvenile",12,-1.6,"Y","SC","F","22.107223","113.545207","228","MPRE"
"223","JMSC170920",302,11,0.34,12.1,-13.8,2.7,7.6,2000,2011,2.81481481481481,"U","MPRE","Adult",12,-1.7,"Y","SC","F","22.107223","113.545207","228","MPRE"
"224","JMSC170920",303,12,0.341,12.1,-14.2,2.8,7.6,2000,2012,2.71428571428571,"U","MPRE","Adult",12,-1.7,"Y","SC","F","22.107223","113.545207","228","MPRE"
"225","MASC160323",337,1,1.1,14.8,-15.1,2.3,6.6,2008,2009,2.8695652173913,"U","MPRE","Juvenile",9,0,"Y","SC","F","22.13932653","113.5816146","245.5","MPRE"
"226","MASC160323",338,2,0.861,14.2,-15.1,2.5,7.2,2008,2010,2.88,"U","MPRE","Juvenile",9,-0.600000000000001,"Y","SC","F","22.13932653","113.5816146","245.5","MPRE"
"227","MASC160323",339,3,1.012,13.7,-15.3,2.5,7.1,2008,2011,2.84,"U","MPRE","Juvenile",9,-1.1,"Y","SC","F","22.13932653","113.5816146","245.5","MPRE"
"228","MASC160323",345,9,0.461,12.2,-15.2,3.1,9,2008,2017,2.90322580645161,"U","MPRE","Juvenile",9,-2.6,"Y","SC","F","22.13932653","113.5816146","245.5","MPRE"
"229","MASC160323",341,5,1.042,13.6,-14.9,2.4,6.8,2008,2013,2.83333333333333,"U","MPRE","Juvenile",9,-1.2,"Y","SC","F","22.13932653","113.5816146","245.5","MPRE"
"230","MASC160323",342,6,1.37,14.1,-15.3,2.5,7.4,2008,2014,2.96,"U","MPRE","Juvenile",9,-0.700000000000001,"Y","SC","F","22.13932653","113.5816146","245.5","MPRE"
"231","MASC160323",343,7,0.658,14,-14.9,2.8,8.3,2008,2015,2.96428571428571,"U","MPRE","Juvenile",9,-0.800000000000001,"Y","SC","F","22.13932653","113.5816146","245.5","MPRE"
"232","MASC160323",340,4,0.937,13.8,-15.3,2.4,7.1,2008,2012,2.95833333333333,"U","MPRE","Juvenile",9,-1,"Y","SC","F","22.13932653","113.5816146","245.5","MPRE"
"233","MASC160323",344,8,0.745,13.1,-14.6,2.7,7.7,2008,2016,2.85185185185185,"U","MPRE","Juvenile",9,-1.7,"Y","SC","F","22.13932653","113.5816146","245.5","MPRE"
"234","MASC170718",327,1,1.151,15.6,-15.7,2.5,6.6,2008,2009,2.64,"U","MPRE","Juvenile",8,0,"Y","SC","M","22.112201","113.564258","224","MPRE"
"235","MASC170718",328,2,1.212,14.6,-15.6,0.8,2.3,2008,2010,2.875,"U","MPRE","Juvenile",8,-1,"Y","SC","M","22.112201","113.564258","224","MPRE"
"236","MASC170718",329,3,1.042,14.4,-16.5,2.6,7.2,2008,2011,2.76923076923077,"U","MPRE","Juvenile",8,-1.2,"Y","SC","M","22.112201","113.564258","224","MPRE"
